dateid01,dateid,a072rc1q156sbea,b069rc1q027sbea,b703rc1q027sbea,cpiaucsl,dgs3,dpcerd3q086sbea,dpi,dpic96,dprime,fygfdpun,hnonwrq027s,hnotasq027s,hnotfaq027s,hnotolq027s,irltlt01usq156n,pcdg,pcec,pcecc96,pcesv,pincome,rpi,unrate,ussthpi,w211rc1q027sbea,w986rc1q027sbea
1972-04-01,1972-06-30 23:59:59.999,11.4,18.0,26.4,41.700,5.80,23.930,880.1,3677.8,5.25,314976,4468978.1,5020250.1,3419630.1,551272.0,6.1433333333333296,114.1,758.6,3170.2,390.2,1003.5,4200.6,5.7,NA,3.2,100.3
1972-07-01,1972-09-30 23:59:59.999,11.7,18.3,27.1,42.100,6.04,24.141,904.9,3748.5,5.50,319574,4588627.2,5155351.2,3505794.2,566724.0,6.29,117.6,777.1,3219.1,399.4,1029.2,4283.1,5.5,NA,3.2,106.3
1972-10-01,1972-12-31 23:59:59.999,13.2,18.6,27.7,42.500,6.14,24.339,948.6,3897.2,6.00,331576,4832114.4,5417537.4,3703344.4,585423.0,6.3733333333333304,123.4,801.9,3294.6,410.4,1075.7,4440.5,5.2,NA,3.3,124.8
1973-01-01,1973-03-31 23:59:59.999,12.2,19.2,28.4,43.400,6.89,24.635,966.9,3924.9,6.50,339859,4853946.8,5451492.8,3692842.8,597546.0,6.6033333333333296,131.8,826.5,3354.8,419.2,1093.3,4442.2,4.9,NA,3.0,118.3
1973-04-01,1973-06-30 23:59:59.999,13.0,19.6,29.3,44.200,7.07,25.110,993.4,3956.2,7.75,333932,4893277.0,5509732.0,3690653.0,616455.0,6.8066666666666704,131.3,842.0,3353.4,429.4,1122.6,4481.7,4.9,NA,3.1,128.7
1973-07-01,1973-09-30 23:59:59.999,13.0,20.0,30.4,45.200,6.79,25.569,1016.0,3973.4,10.00,332838,5078411.7,5713960.7,3822768.7,635549.0,7.2066666666666704,130.8,860.5,3365.3,439.8,1150.0,4508.3,4.8,NA,3.1,132.3
1973-10-01,1973-12-31 23:59:59.999,14.1,20.4,31.5,46.300,6.83,26.094,1048.2,4017.1,9.75,339432,5043450.1,5695413.1,3752253.1,651963.0,6.7533333333333304,128.2,875.6,3355.5,449.7,1188.2,4545.6,4.9,NA,4.4,147.9
1974-01-01,1974-03-31 23:59:59.999,13.6,20.3,32.5,47.800,7.81,26.870,1061.6,3950.9,9.25,342459,5075080.3,5731094.3,3786732.3,656014.0,7.0533333333333304,126.7,893.8,3326.2,458.3,1204.4,4450.5,5.1,NA,3.3,144.2
1974-04-01,1974-06-30 23:59:59.999,12.5,20.8,33.3,49.000,8.34,27.631,1081.5,3914.0,11.75,336029,5058799.3,5735406.3,3773239.3,676607.0,7.5433333333333296,130.6,922.3,3337.9,473.7,1230.4,4453.8,5.4,NA,3.4,135.0
1974-07-01,1974-09-30 23:59:59.999,12.2,21.5,33.5,50.600,8.07,28.376,1111.7,3917.7,12.00,340881,5010898.7,5705725.7,3703712.7,694827.0,7.9633333333333296,136.3,951.1,3351.6,487.1,1266.6,4449.8,5.9,NA,3.5,135.7
1974-10-01,1974-12-31 23:59:59.999,13.3,22.1,33.4,51.900,7.34,29.095,1138.5,3912.9,10.50,351457,5156893.7,5864711.7,3800312.7,707818.0,7.67,127.1,960.9,3302.5,502.8,1296.0,4440.5,7.2,NA,3.6,152.0
1975-01-01,1975-03-31 23:59:59.999,12.4,23.3,32.9,52.800,7.09,29.641,1157.9,3906.5,7.50,371201,5422873.0,6129815.0,3987436.0,706942.0,7.54,131.8,987.1,3330.1,519.1,1315.9,4437.0,8.6,59.68,3.7,143.9
1975-04-01,1975-06-30 23:59:59.999,15.0,23.5,32.6,53.500,7.49,30.003,1226.5,4087.8,7.00,387905,5654023.9,6374695.9,4158593.9,720672.0,8.05,136.7,1015.8,3385.7,534.3,1347.5,4546.8,8.8,61.16,3.6,183.5
1975-07-01,1975-09-30 23:59:59.999,12.5,23.9,32.8,54.600,8.36,30.564,1231.3,4028.4,8.00,411381,5631603.2,6372060.2,4143330.2,740457.0,8.2966666666666704,146.8,1049.6,3434.1,546.8,1384.1,4543.1,8.4,61.26,4.0,153.8
1975-10-01,1975-12-31 23:59:59.999,12.3,24.1,33.3,55.600,7.10,31.077,1261.5,4059.2,7.25,437305,5795379.8,6559155.8,4272675.8,763776.0,8.0633333333333392,153.4,1078.5,3470.5,565.5,1420.0,4568.5,8.2,62.32,4.0,154.8
1976-01-01,1976-03-31 23:59:59.999,11.7,23.5,36.1,56.000,7.02,31.422,1290.5,4106.9,6.75,461423,6001565.0,6774772.0,4439762.0,773207.0,7.7533333333333296,163.3,1112.3,3539.9,581.6,1452.6,4636.1,7.6,62.81,4.3,150.3
