dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,real_net_worth,rly,rnw,ry,saving,saving_rate,sb_1975_4,unemp,y_deflator,yield_10y,yield_3m
1964-04-01,1964-06-30 23:59:59.999,2806341.3,1946166.3,860174.99999999984,0.18366,98.5,31.010,NA,1.3,NA,8.8,307566.0,NA,18.0,408.1,59.5,474.0,2498775.3,456.0,197.2,523.7,4.50,98.008860759493664,2222.0,2580.9,13605673.358164556,2482.8911392405068,13660851.947274968,2862.4,55.8,11.8,1,5.2,0.18365686388469136,4.2,3.95
1964-07-01,1964-09-30 23:59:59.999,2858881.4,1989638.4,869243,0.18428,100.6,31.080,NA,1.3,NA,9.1,314378.0,NA,18.4,417.0,61.4,481.7,2544503.4,463.3,200.7,533.3,4.50,99.857338592484944,2262.8,2614.2,13809094.432800498,2514.3426614075152,13856619.112623788,2906.7,54.3,11.3,1,5.1,0.18426287200673248,4.1933333333333296,4.01
1964-10-01,1964-12-31 23:59:59.999,2911416.4,2027310.4,884106,0.18490,99.9,31.250,NA,1.4,NA,9.3,323369.0,NA,18.9,419.6,59.4,488.8,2588047.4,469.9,204.4,542.1,4.50,102.22935761047462,2269.2,2643.9,13998646.728436988,2541.6706423895252,13948651.070016634,2954.8,58.6,12.0,1,5.0,0.18487839933431672,4.1733333333333304,4.06
1965-01-01,1965-03-31 23:59:59.999,2959625.0,2064420.0,895205,0.18549,102.0,31.310,NA,1.3,NA,9.5,326864.0,NA,19.2,430.3,64.9,496.2,2632761.0,477.0,207.6,553.1,4.50,103.50665054413544,2319.8,2675.0,14193139.207980654,2571.4933494558648,14148055.815598132,2989.2,55.1,11.1,1,4.7,0.18549532710280372,4.2033333333333296,4.11
1965-04-01,1965-06-30 23:59:59.999,2965365.9,2061665.9,903700,0.18642,105.4,31.610,NA,1.4,NA,9.9,336469.0,NA,19.9,437.2,64.8,504.3,2628896.9,484.4,211.7,562.7,4.50,106.75286535792186,2345.5,2705.3,14102626.975153678,2598.547134642078,14143986.052253118,3027.0,55.8,11.1,1,4.6,0.18641185820426572,4.2066666666666696,4.06
1965-07-01,1965-09-30 23:59:59.999,3049919.9,2137380.9,912539,0.18711,103.4,31.620,NA,1.4,NA,10.1,343385.0,NA,20.5,446.4,66.7,520.1,2706534.9,499.6,215.7,577.1,4.50,109.5553739665449,2385.9,2779.5,14464167.957219764,2669.9446260334548,14521555.016680868,3138.6,62.1,11.9,1,4.3,0.18711998560892248,4.2466666666666696,4.33
1965-10-01,1965-12-31 23:59:59.999,3138631.3,2207696.3,930935,0.18768,102.9,31.850,NA,1.4,NA,10.2,352786.0,NA,21.2,460.4,69.1,532.2,2785845.3,511.0,220.7,590.4,5.00,112.94716272078164,2452.9,2835.4,14842137.84971815,2722.4528372792184,14784656.37504741,3162.8,60.1,11.3,1,4.0,0.18769838470762504,4.4733333333333304,5.00
1966-01-01,1966-03-31 23:59:59.999,3148890.6,2213075.6,935815,0.18914,100.0,32.180,NA,1.4,NA,10.4,355964.0,NA,21.3,470.8,72.3,541.6,2792926.6,520.3,224.4,603.1,5.50,112.61549113737076,2489.1,2863.5,14766516.468057606,2750.8845088626296,14725041.425907398,3200.9,59.0,10.9,1,3.8,0.18913916535708052,4.7699999999999992,4.89
1966-04-01,1966-06-30 23:59:59.999,3189353.8,2218037.8,971316,0.19070,95.7,32.380,NA,1.5,NA,10.6,365660.0,NA,20.9,475.9,69.7,547.5,2823693.8,526.6,228.9,613.0,5.75,109.59234703196348,2495.4,2870.9,14806470.375196348,2761.3076529680372,14846866.990072744,3226.5,59.5,10.9,1,3.8,0.19070674701313176,4.78,5.22
1966-07-01,1966-09-30 23:59:59.999,3164173.6,2184361.6,979812,0.19216,91.2,32.750,NA,1.6,NA,10.7,369551.0,NA,20.5,485.0,72.3,558.4,2794622.6,537.9,232.9,626.3,6.00,106.6815007163324,2523.8,2905.9,14543147.94652579,2799.218499283668,14606092.709221488,3273.9,61.1,10.9,1,3.7,0.1921607763515606,5.14,5.54
1966-10-01,1966-12-31 23:59:59.999,3261339.7,2255355.7,1005984,0.19366,88.3,32.920,NA,1.6,NA,10.9,376022.0,NA,20.0,490.8,72.6,569.3,2885317.7,549.3,237.7,639.8,6.00,103.2706832952749,2534.2,2939.6,14898436.52014755,2836.3293167047248,14830011.796581412,3307.2,65.9,11.6,1,3.8,0.19366580487141108,5.0033333333333304,4.94
1967-01-01,1967-03-31 23:59:59.999,3369046.7,2355252.7,1013794,0.19423,94.1,33.000,NA,1.8,NA,11.1,375812.0,NA,21.1,495.1,71.1,579.5,2993234.7,558.4,241.6,650.6,5.50,108.6276790336497,2548.9,2983.4,15409864.372700606,2874.77232096635,15372048.586010124,3362.5,71.6,12.3,1,3.8,0.19424146946436952,4.5833333333333304,4.30
1967-04-01,1967-06-30 23:59:59.999,3414981.5,2386068.5,1028913,0.19514,95.9,33.300,NA,2.3,NA,11.1,383147.0,NA,21.7,504.2,74.5,586.7,3031834.5,565.0,245.7,657.7,5.50,111.21111300494288,2583.7,3006.8,15537958.027271178,2895.5888869950568,15577873.763880514,3378.6,69.1,11.8,1,3.9,0.19512438472795,4.82,5.10
1967-07-01,1967-09-30 23:59:59.999,3506665.1,2458851.1,1047814,0.19694,97.0,33.600,NA,2.0,NA,11.2,389209.0,NA,22.1,511.4,74.7,597.7,3117456.1,575.6,251.0,671.6,5.50,112.22303831353522,2596.9,3035.1,15830334.631269868,2922.8769616864648,15912163.820827166,3413.6,73.2,12.2,1,3.8,0.19692926097986888,5.2466666666666696,5.39
1967-10-01,1967-12-31 23:59:59.999,3595262.6,2520819.6,1074443,0.19862,92.9,34.000,NA,1.9,NA,11.3,410869.0,NA,21.2,518.9,75.6,607.2,3184393.6,586.0,255.4,683.1,6.00,106.7366930171278,2612.7,3057.1,16032624.628722002,2950.363306982872,15949481.014734628,3463.5,75.0,12.4,1,3.8,0.198619606816918,5.6433333333333296,5.80
1968-01-01,1968-03-31 23:59:59.999,3607260.7,2502322.7,1104938,0.20071,97.2,34.300,NA,2.0,NA,11.6,402468.0,NA,22.6,536.9,80.9,624.1,3204792.7,601.5,262.5,702.6,6.00,112.59442397051756,2674.8,3109.3,15966450.796522996,2996.7055760294824,15915888.929363764,3526.3,73.7,11.8,1,3.7,0.20072041938700028,5.61,5.79
1968-04-01,1968-06-30 23:59:59.999,3758709.3,2628303.3,1130406,0.20275,92.4,34.700,NA,2.0,NA,12.0,415182.0,NA,23.4,550.6,83.1,640.9,3343527.3,617.5,269.7,722.6,6.50,115.41906693711966,2715.6,3161.2,16491743.642939614,3045.78093306288,16550699.743294852,3577.3,76.4,11.9,1,3.7,0.20273946602555992,5.7433333333333296,5.78
1968-07-01,1968-09-30 23:59:59.999,3828718.2,2676476.2,1152242,0.20485,92.4,35.100,NA,2.1,NA,12.4,422781.0,NA,24.0,566.7,87.5,649.1,3405937.2,625.1,276.3,741.0,6.25,117.16777075951318,2766.6,3168.9,16627752.877954092,3051.7322292404868,16708228.282663756,3629.3,67.9,10.5,1,3.4,0.2048344851525766,5.46,5.43
1968-10-01,1968-12-31 23:59:59.999,4011686.1,2810873.1,1200813,0.20713,91.7,35.600,NA,2.1,NA,12.8,436144.0,NA,24.2,575.6,87.8,660.8,3575542.1,636.6,282.8,756.7,6.75,116.84337167070218,2779.1,3190.5,17263570.02126211,3073.6566283292976,17181723.430629,3664.7,70.3,10.6,1,3.4,0.20711487227707252,5.7699999999999992,6.37
1969-01-01,1969-03-31 23:59:59.999,4027740.7,2794498.7,1233242,0.20917,98.2,36.100,NA,2.1,NA,13.3,434920.0,NA,24.0,587.8,90.0,668.7,3592820.7,644.7,289.0,771.3,7.50,114.7420367877972,2810.2,3197.0,17176981.872139972,3082.2579632122028,17105115.232214186,3700.8,65.5,9.8,1,3.4,0.20916484203941196,6.1766666666666704,6.28
1969-04-01,1969-06-30 23:59:59.999,4046066.4,2786772.4,1259294,0.21186,91.5,36.600,NA,2.3,NA,13.8,446332.0,NA,24.1,599.2,90.4,684.8,3599734.4,660.7,296.5,790.4,8.50,113.75002920560748,2828.2,3232.2,16990451.99719626,3118.4499707943924,17061109.229758054,3741.2,69.5,10.1,1,3.5,0.21186807747045356,6.35333333333334,7.21
1969-07-01,1969-09-30 23:59:59.999,4074554.9,2796489.9,1278065,0.21446,86.4,37.100,NA,2.3,NA,14.2,452181.0,NA,24.3,609.5,90.6,707.9,3622373.9,683.6,302.9,812.0,8.50,113.29930781183784,2841.9,3300.6,16889401.46113858,3187.3006921881624,16972247.219132486,3797.4,81.9,11.6,1,3.7,0.21447615585045144,6.8566666666666704,8.13
1969-10-01,1969-12-31 23:59:59.999,4105751.2,2797191.2,1308560,0.21695,79.7,37.700,NA,2.4,NA,14.6,463780.0,NA,24.6,621.5,90.8,721.7,3641971.2,697.1,310.9,827.3,8.50,113.38769571844256,2864.6,3326.5,16786777.326867118,3213.1123042815572,16717832.617058562,3815.6,83.2,11.5,1,3.5,0.21695475725236736,7.2966666666666704,8.41
1970-01-01,1970-03-31 23:59:59.999,4126977.3,2808790.3,1318187,0.21947,78.1,38.300,280814,2.5,NA,14.9,456241.0,NA,24.5,632.6,89.6,737.2,3670736.3,712.7,318.5,841.8,8.00,111.63252848616386,2882.3,3359.0,16725452.023467172,3247.3674715138364,16632217.1509758,3843.9,87.3,11.8,1,4.4,0.2194700803810658,7.3666666666666704,7.13
1970-04-01,1970-06-30 23:59:59.999,4064175.4,2707503.4,1356672,0.22190,75.4,38.800,274924,2.6,NA,15.1,462800.0,NA,24.3,642.5,91.0,754.1,3601375.4,729.8,325.0,859.6,8.00,109.51273040710782,2895.6,3398.5,16230306.719135392,3288.9872695928924,16311482.21848311,3858.6,93.9,12.5,1,4.9,0.22189201118140356,7.7133333333333296,7.77
1970-07-01,1970-09-30 23:59:59.999,4193420.4,2830690.4,1362730,0.22406,77.6,39.200,282367,2.6,NA,15.3,469739.0,NA,24.2,654.5,92.0,773.4,3723681.4,749.2,332.8,874.0,7.50,108.00509438841478,2921.1,3451.7,16618866.160305146,3343.6949056115848,16692297.736427886,3906.2,101.0,13.1,1,5.4,0.224063504939595,7.46,6.97
1970-10-01,1970-12-31 23:59:59.999,4326874.7,2936179.7,1390695,0.22696,72.4,39.800,291242,2.6,NA,15.6,478741.0,NA,24.2,661.2,87.3,781.4,3848133.7,757.2,339.4,882.9,6.75,106.62679805477348,2913.1,3442.9,16955131.194944974,3336.2732019452264,16905630.866778664,3893.2,102.0,13.1,1,6.1,0.22695983037555548,6.8533333333333296,5.84
1971-01-01,1971-03-31 23:59:59.999,4490581.0,3063565.0,1427016,0.22911,78.1,40.000,292043,2.6,NA,15.9,481494.0,NA,25.0,680.2,98.1,804.6,4009087.0,779.6,346.3,903.0,5.25,109.1225453641561,2968.9,3512.0,17499271.121053938,3402.8774546358436,17383779.626584176,3948.5,105.8,13.2,1,6.0,0.2291002277904328,6.0166666666666704,4.56
1971-04-01,1971-06-30 23:59:59.999,4572949.5,3112042.5,1460907,0.23172,80.2,40.500,294417,2.7,NA,16.3,495146.0,7.53,25.0,694.3,101.0,825.7,4077803.5,800.7,354.4,926.4,5.50,107.88421945016348,2996.1,3563.2,17597225.906745792,3455.3157805498364,17679170.695243608,4047.8,112.4,13.6,1,5.9,0.23172990570273912,6.2466666666666696,6.77
1971-07-01,1971-09-30 23:59:59.999,4642543.7,3151830.7,1490713,0.23399,82.1,40.800,304952,2.9,NA,16.7,507890.0,7.69,25.2,706.7,103.4,838.2,4134653.7,813.0,362.8,940.5,6.00,107.69677881173944,3020.0,3582.2,17670193.84889048,3474.5032211882604,17750867.00666656,4031.0,111.9,13.4,1,6.0,0.2339902852995366,6.4833333333333296,5.77
1971-10-01,1971-12-31 23:59:59.999,4778159.7,3260303.7,1517856,0.23544,82.0,41.100,317118,3.0,NA,17.2,524086.0,7.48,24.9,722.9,107.3,853.2,4254073.7,828.3,372.0,958.7,5.25,105.76371308016876,3070.2,3624.0,18069342.57946554,3518.2362869198316,18042725.189197424,4095.0,110.2,12.9,1,6.0,0.23543046357615896,5.89,5.15
1972-01-01,1972-03-31 23:59:59.999,4941163.6,3370301.6,1570861.9999999996,0.23792,92.8,41.400,320987,3.0,NA,17.6,531333.0,7.30,26.1,740.1,110.7,866.2,4409830.6,840.1,382.4,986.0,4.75,109.69713691987992,3110.8,3640.6,18534321.498914796,3530.90286308012,18400168.034816088,4164.9,105.5,12.2,1,5.8,0.23792781409657752,6.0333333333333296,5.86
1972-04-01,1972-06-30 23:59:59.999,5020250.1,3419630.1,1600619.9999999996,0.23930,88.6,41.700,314976,3.2,NA,18.0,551272.0,7.37,26.4,758.6,114.1,880.1,4468978.1,853.7,390.2,1003.5,5.25,110.3214634700602,3170.2,3677.8,18675159.25028974,3567.47853652994,18735504.727806916,4200.6,100.3,11.4,1,5.7,0.23930066887813368,6.1433333333333296,5.80
1972-07-01,1972-09-30 23:59:59.999,5155351.2,3505794.2,1649557,0.24141,95.2,42.100,319574,3.2,NA,18.3,566724.0,7.42,27.1,777.1,117.6,904.9,4588627.2,877.8,399.4,1029.2,5.50,112.26030500607802,3219.1,3748.5,19008143.506685824,3636.2396949939224,19101376.620201812,4283.1,106.3,11.7,1,5.5,0.2414032279578498,6.29,6.04
1972-10-01,1972-12-31 23:59:59.999,5417537.4,3703344.4,1714193.0000000004,0.24339,90.7,42.500,331576,3.3,NA,18.6,585423.0,7.44,27.7,801.9,123.4,948.6,4832114.4,920.9,410.4,1075.7,6.00,113.80185536580222,3294.6,3897.2,19852114.948007592,3783.3981446341976,19853412.70204134,4440.5,124.8,13.2,1,5.2,0.24340552191316844,6.3733333333333304,6.14
1973-01-01,1973-03-31 23:59:59.999,5451492.8,3692842.8,1758650,0.24635,81.9,43.400,339859,3.0,NA,19.2,597546.0,7.46,28.4,826.5,131.8,966.9,4853946.8,938.5,419.2,1093.3,6.50,115.28302823456408,3354.8,3924.9,19703439.64765746,3809.616971765436,19565185.169796924,4442.2,118.3,12.2,1,4.9,0.2463502254834518,6.6033333333333296,6.89
1973-04-01,1973-06-30 23:59:59.999,5509732.0,3690653.0,1819079,0.25110,77.0,44.200,333932,3.1,NA,19.6,616455.0,7.73,29.3,842.0,131.3,993.4,4893277.0,964.1,429.4,1122.6,7.75,116.68679283269578,3353.4,3956.2,19487399.302798468,3839.513207167304,19503450.83623346,4481.7,128.7,13.0,1,4.9,0.25109953996259036,6.8066666666666704,7.07
1973-07-01,1973-09-30 23:59:59.999,5713960.7,3822768.7,1891192,0.25569,72.0,45.200,332838,3.1,NA,20.0,635549.0,8.82,30.4,860.5,130.8,1016.0,5078411.7,985.6,439.8,1150.0,10.00,118.88913385826772,3365.3,3973.4,19860788.433838584,3854.5108661417328,19975592.669116832,4508.3,132.3,13.0,1,4.8,0.25570040771128,7.2066666666666704,6.79
1973-10-01,1973-12-31 23:59:59.999,5695413.1,3752253.1,1943159.9999999996,0.26094,76.5,46.300,339432,4.4,NA,20.4,651963.0,8.54,31.5,875.6,128.2,1048.2,5043450.1,1016.7,449.7,1188.2,9.75,120.71994848311392,3355.5,4017.1,19328413.849179544,3896.3800515168864,19341923.334552932,4545.6,147.9,14.1,1,4.9,0.26093450499116276,6.7533333333333304,6.83
1974-01-01,1974-03-31 23:59:59.999,5731094.3,3786732.3,1944362,0.26870,61.8,47.800,342459,3.3,NA,20.3,656014.0,8.41,32.5,893.8,126.7,1061.6,5075080.3,1029.1,458.3,1204.4,9.25,120.95351356443106,3326.2,3950.9,18887655.19712698,3829.9464864355688,18778988.04123018,4450.5,144.2,13.6,1,5.1,0.26869827127996148,7.0533333333333304,7.81
1974-04-01,1974-06-30 23:59:59.999,5735406.3,3773239.3,1962167,0.27631,72.1,49.000,336029,3.4,NA,20.8,676607.0,9.09,33.3,922.3,130.6,1081.5,5058799.3,1048.2,473.7,1230.4,11.75,120.5142857142857,3337.9,3914.0,18308035.56190476,3793.4857142857144,18281425.089185068,4453.8,135.0,12.5,1,5.4,0.27631578947368424,7.5433333333333296,8.34
1974-07-01,1974-09-30 23:59:59.999,5705725.7,3703712.7,2002013,0.28376,64.4,50.600,340881,3.5,NA,21.5,694827.0,9.96,33.5,951.1,136.3,1111.7,5010898.7,1078.2,487.1,1266.6,12.00,118.05608527480434,3351.6,3917.7,17658718.932256904,3799.643914725196,17761687.663491666,4449.8,135.7,12.2,1,5.9,0.28376343262628584,7.9633333333333296,8.07
1974-10-01,1974-12-31 23:59:59.999,5864711.7,3800312.7,2064399,0.29095,59.5,51.900,351457,3.6,NA,22.1,707818.0,9.62,33.4,960.9,127.1,1138.5,5156893.7,1105.1,502.8,1296.0,10.50,114.79214756258232,3302.5,3912.9,17723679.71781291,3798.1078524374168,17746238.938978794,4440.5,152.0,13.3,1,7.2,0.29096066855784712,7.67,7.34
1975-01-01,1975-03-31 23:59:59.999,6129815.0,3987436.0,2142379,0.29641,57.6,52.800,371201,3.7,59.69,23.3,706942.0,8.90,32.9,987.1,131.8,1157.9,5422873.0,1125.0,519.1,1315.9,7.50,110.99736592106398,3330.1,3906.5,18295581.116244924,3795.5026340789352,18217505.880731892,4437.0,143.9,12.4,1,8.6,0.29640343018046848,7.54,7.09
1975-04-01,1975-06-30 23:59:59.999,6374695.9,4158593.9,2216102.0000000004,0.30003,72.8,53.500,387905,3.6,61.21,23.5,720672.0,8.89,32.6,1015.8,136.7,1226.5,5654023.9,1193.9,534.3,1347.5,7.00,108.6524908275581,3385.7,4087.8,18844287.728022832,3979.1475091724424,18788981.182517808,4546.8,183.5,15.0,1,8.8,0.30003914085816332,8.05,7.49
1975-07-01,1975-09-30 23:59:59.999,6372060.2,4143330.2,2228730,0.30564,75.7,54.600,411381,4.0,61.25,23.9,740457.0,9.13,32.8,1049.6,146.8,1231.3,5631603.2,1198.5,546.8,1384.1,8.00,107.31058231137822,3434.1,4028.4,18424713.985933568,3921.0894176886216,18521644.375516952,4543.1,153.8,12.5,1,8.4,0.30565485056101676,8.2966666666666704,8.36
1975-10-01,1975-12-31 23:59:59.999,6559155.8,4272675.8,2286480,0.31077,75.6,55.600,437305,4.0,62.32,24.1,763776.0,9.10,33.3,1078.5,153.4,1261.5,5795379.8,1228.2,565.5,1420.0,7.25,107.15129607609986,3470.5,4059.2,18648121.82652398,3952.0487039239,18674964.875852364,4568.5,154.8,12.3,1,8.2,0.31077552227039812,8.0633333333333392,7.10
1976-01-01,1976-03-31 23:59:59.999,6774772.0,4439762.0,2335010,0.31422,84.6,56.000,461423,4.3,62.81,23.5,773207.0,8.76,36.1,1112.3,163.3,1290.5,6001565.0,1254.4,581.6,1452.6,6.75,114.88499806276638,3539.9,4106.9,19099439.983339792,3992.0150019372336,19049075.584571104,4636.1,150.3,11.7,0,7.6,0.31422727604762716,7.7533333333333296,7.02
1976-04-01,1976-06-30 23:59:59.999,6976288.1,4555992.1,2420296,0.31686,83.3,56.700,470821,4.3,65.53,23.7,799859.0,8.85,38.1,1132.0,165.9,1308.1,6176429.1,1270.0,593.0,1477.0,7.25,120.23883495145632,3572.4,4128.2,19492037.772815532,4007.9611650485432,19422746.789387044,4663.0,148.1,11.3,0,7.6,0.3168693377258854,7.7733333333333296,7.28
1976-07-01,1976-09-30 23:59:59.999,7112487.5,4641046.5,2471441,0.32167,89.7,57.600,488327,4.4,66.60,24.0,824919.0,8.98,39.9,1161.3,169.8,1337.7,6287568.5,1297.8,610.9,1513.5,7.00,124.03987441130298,3610.3,4158.6,19546596.668984076,4034.5601255886976,19628257.621070528,4707.6,148.0,11.1,0,7.6,0.32167075458086852,7.73,6.59
1976-10-01,1976-12-31 23:59:59.999,7303654.8,4760545.8,2543109,0.32675,87.0,58.400,506445,4.6,67.49,24.4,853021.0,8.79,41.8,1195.1,175.5,1366.9,6450633.8,1325.1,630.0,1549.3,6.25,127.92897797936934,3657.5,4183.4,19742176.778784108,4055.4710220206304,19762814.333400436,4756.9,142.8,10.4,0,7.8,0.32674379691160304,7.19,5.70
1977-01-01,1977-03-31 23:59:59.999,7431399.5,4801388.5,2630011,0.33265,87.1,59.600,524258,4.7,69.42,25.6,869833.0,8.69,42.6,1230.6,183.9,1391.2,6561566.5,1348.6,650.2,1579.6,6.25,128.0602788959172,3699.3,4182.1,19724789.57709172,4054.0397211040832,19704536.767369052,4767.3,130.3,9.4,0,7.4,0.3326558427584228,7.3533333333333296,6.42
1977-04-01,1977-06-30 23:59:59.999,7654760.8,4911796.8,2742964,0.33834,90.2,60.500,523221,4.8,72.69,26.5,908466.0,8.86,43.9,1258.5,189.2,1432.6,6746294.8,1388.7,665.6,1627.9,6.75,129.75106798827306,3719.7,4234.2,19939383.946782072,4104.4489320117264,19878168.476527576,4819.9,142.7,10.0,0,7.2,0.3383401823248784,7.37,6.33
1977-07-01,1977-09-30 23:59:59.999,7830945.7,4991614.7,2839331,0.34345,89.0,61.300,543350,4.9,74.41,27.4,946550.0,8.90,45.6,1289.7,194.0,1476.5,6884395.7,1430.9,685.8,1674.7,7.25,132.76965797494074,3755.2,4299.0,20044711.895902472,4166.23034202506,20100775.140578548,4899.6,154.5,10.5,0,6.8,0.34345196557338912,7.3566666666666704,6.94
1977-10-01,1977-12-31 23:59:59.999,8028665.9,5081358.9,2947307,0.34836,84.4,62.300,564094,4.9,77.18,28.5,984299.0,8.96,46.8,1327.9,200.7,1526.5,7044366.9,1479.7,703.6,1734.7,7.75,134.34803799541436,3811.8,4382.1,20222155.38322306,4247.7519620045856,20221116.749307336,5002.9,165.2,10.8,0,6.4,0.3483489651080532,7.5966666666666704,7.36
1978-01-01,1978-03-31 23:59:59.999,8219676.2,5177222.2,3042454,0.35415,78.8,63.400,585233,5.1,79.52,30.0,1007196.0,9.20,48.2,1357.8,198.2,1562.9,7212480.2,1514.7,728.5,1774.6,8.00,136.0973830699341,3833.8,4413.0,20365138.60298164,4276.9026169300656,20376521.562225352,5033.2,170.1,10.9,0,6.3,0.35415816904600044,8.01,7.83
1978-04-01,1978-06-30 23:59:59.999,8525955.0,5353347.0,3172608,0.36145,80.0,65.000,587939,5.4,82.78,31.3,1057457.0,9.71,49.4,1415.3,216.2,1610.9,7468498.0,1561.5,754.3,1833.7,9.00,136.6664845738407,3915.6,4456.6,20661809.042646968,4319.9335154261592,20622902.992187904,5083.1,158.9,9.9,0,5.9,0.36146389624377328,8.32,8.53
1978-07-01,1978-09-30 23:59:59.999,8820945.5,5532287.5,3288658,0.36781,80.4,66.500,603571,5.5,85.26,32.7,1104827.0,9.76,51.7,1446.2,216.7,1651.0,7716118.5,1599.3,773.9,1887.1,9.75,140.56387643852212,3932.0,4488.8,20978869.002301636,4348.2361235614784,21004298.349374224,5138.3,166.6,10.1,0,6.0,0.36780431295669216,8.49,8.49
1978-10-01,1978-12-31 23:59:59.999,9044606.5,5636601.5,3408005,0.37477,66.1,67.900,619207,5.8,87.48,33.7,1146972.0,10.35,53.6,1485.4,222.3,1695.5,7897634.5,1641.9,793.7,1942.5,11.75,143.02395753465054,3963.5,4524.2,21073711.592391624,4381.1760424653496,21051568.253966576,5204.4,170.7,10.1,0,6.0,0.37476238893063968,8.82,9.59
1979-01-01,1979-03-31 23:59:59.999,9386636.4,5824653.4,3561983,0.38181,68.4,69.900,630518,5.7,91.41,34.5,1173597.0,10.43,55.3,1521.0,223.3,1745.7,8213039.4,1690.4,813.1,1999.1,11.75,144.84057398178382,3983.6,4572.3,21511416.651555252,4427.4594260182168,21547006.99860018,5250.8,184.5,10.6,0,5.8,0.38179909454760184,9.1066666666666688,9.34
1979-04-01,1979-06-30 23:59:59.999,9705095.7,5987534.7,3717560.9999999992,0.39222,65.8,72.200,626388,5.8,94.36,35.5,1220253.0,11.04,56.9,1561.5,222.1,1777.9,8484842.7,1721.0,839.4,2039.6,11.50,145.06795657798526,3981.3,4532.8,21632316.210450532,4387.7320434220144,21614241.559168188,5189.3,175.0,9.8,0,5.7,0.39222996823155664,9.1133333333333296,8.78
1979-07-01,1979-09-30 23:59:59.999,10042168.2,6196835.2,3845332.9999999992,0.40194,66.7,74.400,638836,6.1,96.41,36.7,1269760.0,11.30,58.0,1616.0,230.9,1830.5,8772408.2,1772.5,862.7,2105.1,13.50,144.30133843212238,4020.4,4554.2,21825349.043671128,4409.8986615678776,21831710.672684164,5237.7,171.8,9.4,0,5.9,0.40193667383953272,9.1033333333333296,9.76
1979-10-01,1979-12-31 23:59:59.999,10362397.1,6400368.1,3962029,0.41165,61.0,76.900,657968,6.6,98.33,38.0,1314583.0,12.90,59.6,1659.5,229.0,1883.0,9047814.1,1823.4,891.0,2168.0,15.25,144.78400424853956,4031.2,4574.3,21979509.313664364,4429.5159957514608,21945086.595762008,5280.9,178.9,9.5,0,6.0,0.411647683798614,10.4466666666667,10.62
1980-01-01,1980-03-31 23:59:59.999,10581578.6,6468363.6,4113215,0.42398,56.5,80.100,667123,6.5,100.00,43.2,1342943.0,15.28,61.7,1706.5,232.1,1946.0,9238635.6,1884.3,914.5,2230.1,19.50,145.52449126413156,4025.0,4589.8,21790076.91514902,4444.275508735868,21830568.850986624,5225.6,189.7,9.7,0,6.3,0.4239836158438276,11.9866666666667,13.69
1980-04-01,1980-06-30 23:59:59.999,10945247.3,6721457.3,4223790.0000000008,0.43435,58.7,82.500,682710,6.7,101.55,43.0,1362789.0,12.71,64.2,1708.9,211.9,1964.6,9582458.3,1900.4,931.1,2256.1,12.00,147.80770640333912,3934.5,4523.1,22061700.670228036,4375.2922935966608,22055606.143656428,5193.8,206.0,10.5,0,7.6,0.43434812407419688,10.4766666666667,9.19
1980-07-01,1980-09-30 23:59:59.999,11383633.4,7013959.4,4369674,0.44449,73.7,83.900,709958,7.0,104.46,42.2,1398505.0,13.20,64.6,1767.7,225.4,2035.0,9985128.4,1970.4,965.8,2336.6,13.00,145.33571498771496,3976.9,4578.3,22464330.886348896,4432.9642850122856,22466422.990747564,5277.9,218.1,10.7,0,7.5,0.44448812878142544,10.9533333333333,12.06
1980-10-01,1980-12-31 23:59:59.999,11767130.7,7315979.7,4451150.9999999992,0.45547,64.5,86.400,737746,7.4,104.81,44.5,1440572.0,14.79,65.4,1835.4,236.2,2126.2,10326558.7,2060.8,1007.9,2444.4,21.50,143.58655817891076,4029.6,4668.1,22672095.130970752,4524.5134418210888,22638226.333363264,5387.8,239.0,11.2,0,7.2,0.45547439000878296,12.4233333333333,12.85
1981-01-01,1981-03-31 23:59:59.999,11975052.0,7460392.0,4514660,0.46675,66.5,88.600,773676,10.8,105.45,45.7,1452620.0,15.40,68.6,1890.7,246.0,2173.0,10522432.0,2104.4,1030.6,2503.3,17.50,146.97384261389782,4050.8,4655.6,22544056.336493328,4508.6261573861032,22572964.420272888,5358.9,225.8,10.4,0,7.4,0.4667497207663888,12.96,13.27
1981-04-01,1981-06-30 23:59:59.999,12275668.0,7559957.0,4715711,0.47454,73.1,90.500,771255,11.2,107.53,47.8,1489394.0,16.70,72.6,1921.9,240.9,2208.8,10786274.0,2136.2,1058.1,2550.8,20.00,152.98655378486054,4050.1,4654.5,22729406.163074972,4501.51344621514,22730152.580008144,5390.0,227.8,10.3,0,7.5,0.47455150929208296,13.75,14.57
1981-07-01,1981-09-30 23:59:59.999,12382051.4,7540091.4,4841960,0.48231,73.1,93.100,789799,11.7,109.28,50.6,1519857.0,18.16,75.8,1961.2,251.9,2290.9,10862194.4,2215.1,1080.2,2647.1,19.50,157.15868872495526,4066.4,4749.8,22520952.883635252,4592.641311275044,22525844.727454188,5482.9,267.3,11.7,0,7.6,0.48231504484399344,14.8466666666667,16.45
