dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,rly,ry,saving,saving_rate,unemp,y_deflator,yield_10y,yield_3m
1966-01-01,1966-03-31 23:59:59.999,3148890.6,2213075.6,935815,0.18914,NA,32.180,NA,1.4,NA,10.4,355964.0,NA,21.3,470.8,72.3,541.6,2792926.6,520.3,224.4,603.1,5.50,112.61549113737076,2489.1,2863.5,2750.8845088626296,3200.9,59.0,10.9,3.8,0.18913916535708052,4.7699999999999992,4.89
1966-04-01,1966-06-30 23:59:59.999,3189353.8,2218037.8,971316,0.19070,NA,32.380,NA,1.5,NA,10.6,365660.0,NA,20.9,475.9,69.7,547.5,2823693.8,526.6,228.9,613.0,5.75,109.59234703196348,2495.4,2870.9,2761.3076529680372,3226.5,59.5,10.9,3.8,0.19070674701313176,4.78,5.22
1966-07-01,1966-09-30 23:59:59.999,3164173.6,2184361.6,979812,0.19216,NA,32.750,NA,1.6,NA,10.7,369551.0,NA,20.5,485.0,72.3,558.4,2794622.6,537.9,232.9,626.3,6.00,106.6815007163324,2523.8,2905.9,2799.218499283668,3273.9,61.1,10.9,3.7,0.1921607763515606,5.14,5.54
1966-10-01,1966-12-31 23:59:59.999,3261339.7,2255355.7,1005984,0.19366,NA,32.920,NA,1.6,NA,10.9,376022.0,NA,20.0,490.8,72.6,569.3,2885317.7,549.3,237.7,639.8,6.00,103.2706832952749,2534.2,2939.6,2836.3293167047248,3307.2,65.9,11.6,3.8,0.19366580487141108,5.0033333333333304,4.94
1967-01-01,1967-03-31 23:59:59.999,3369046.7,2355252.7,1013794,0.19423,NA,33.000,NA,1.8,NA,11.1,375812.0,NA,21.1,495.1,71.1,579.5,2993234.7,558.4,241.6,650.6,5.50,108.6276790336497,2548.9,2983.4,2874.77232096635,3362.5,71.6,12.3,3.8,0.19424146946436952,4.5833333333333304,4.30
1967-04-01,1967-06-30 23:59:59.999,3414981.5,2386068.5,1028913,0.19514,NA,33.300,NA,2.3,NA,11.1,383147.0,NA,21.7,504.2,74.5,586.7,3031834.5,565.0,245.7,657.7,5.50,111.21111300494288,2583.7,3006.8,2895.5888869950568,3378.6,69.1,11.8,3.9,0.19512438472795,4.82,5.10
1967-07-01,1967-09-30 23:59:59.999,3506665.1,2458851.1,1047814,0.19694,NA,33.600,NA,2.0,NA,11.2,389209.0,NA,22.1,511.4,74.7,597.7,3117456.1,575.6,251.0,671.6,5.50,112.22303831353522,2596.9,3035.1,2922.8769616864648,3413.6,73.2,12.2,3.8,0.19692926097986888,5.2466666666666696,5.39
1967-10-01,1967-12-31 23:59:59.999,3595262.6,2520819.6,1074443,0.19862,NA,34.000,NA,1.9,NA,11.3,410869.0,NA,21.2,518.9,75.6,607.2,3184393.6,586.0,255.4,683.1,6.00,106.7366930171278,2612.7,3057.1,2950.363306982872,3463.5,75.0,12.4,3.8,0.198619606816918,5.6433333333333296,5.80
1968-01-01,1968-03-31 23:59:59.999,3607260.7,2502322.7,1104938,0.20071,NA,34.300,NA,2.0,NA,11.6,402468.0,NA,22.6,536.9,80.9,624.1,3204792.7,601.5,262.5,702.6,6.00,112.59442397051756,2674.8,3109.3,2996.7055760294824,3526.3,73.7,11.8,3.7,0.20072041938700028,5.61,5.79
1968-04-01,1968-06-30 23:59:59.999,3758709.3,2628303.3,1130406,0.20275,NA,34.700,NA,2.0,NA,12.0,415182.0,NA,23.4,550.6,83.1,640.9,3343527.3,617.5,269.7,722.6,6.50,115.41906693711966,2715.6,3161.2,3045.78093306288,3577.3,76.4,11.9,3.7,0.20273946602555992,5.7433333333333296,5.78
1968-07-01,1968-09-30 23:59:59.999,3828718.2,2676476.2,1152242,0.20485,NA,35.100,NA,2.1,NA,12.4,422781.0,NA,24.0,566.7,87.5,649.1,3405937.2,625.1,276.3,741.0,6.25,117.16777075951318,2766.6,3168.9,3051.7322292404868,3629.3,67.9,10.5,3.4,0.2048344851525766,5.46,5.43
1968-10-01,1968-12-31 23:59:59.999,4011686.1,2810873.1,1200813,0.20713,NA,35.600,NA,2.1,NA,12.8,436144.0,NA,24.2,575.6,87.8,660.8,3575542.1,636.6,282.8,756.7,6.75,116.84337167070218,2779.1,3190.5,3073.6566283292976,3664.7,70.3,10.6,3.4,0.20711487227707252,5.7699999999999992,6.37
1969-01-01,1969-03-31 23:59:59.999,4027740.7,2794498.7,1233242,0.20917,NA,36.100,NA,2.1,NA,13.3,434920.0,NA,24.0,587.8,90.0,668.7,3592820.7,644.7,289.0,771.3,7.50,114.7420367877972,2810.2,3197.0,3082.2579632122028,3700.8,65.5,9.8,3.4,0.20916484203941196,6.1766666666666704,6.28
1969-04-01,1969-06-30 23:59:59.999,4046066.4,2786772.4,1259294,0.21186,NA,36.600,NA,2.3,NA,13.8,446332.0,NA,24.1,599.2,90.4,684.8,3599734.4,660.7,296.5,790.4,8.50,113.75002920560748,2828.2,3232.2,3118.4499707943924,3741.2,69.5,10.1,3.5,0.21186807747045356,6.35333333333334,7.21
1969-07-01,1969-09-30 23:59:59.999,4074554.9,2796489.9,1278065,0.21446,NA,37.100,NA,2.3,NA,14.2,452181.0,NA,24.3,609.5,90.6,707.9,3622373.9,683.6,302.9,812.0,8.50,113.29930781183784,2841.9,3300.6,3187.3006921881624,3797.4,81.9,11.6,3.7,0.21447615585045144,6.8566666666666704,8.13
1969-10-01,1969-12-31 23:59:59.999,4105751.2,2797191.2,1308560,0.21695,NA,37.700,NA,2.4,NA,14.6,463780.0,NA,24.6,621.5,90.8,721.7,3641971.2,697.1,310.9,827.3,8.50,113.38769571844256,2864.6,3326.5,3213.1123042815572,3815.6,83.2,11.5,3.5,0.21695475725236736,7.2966666666666704,8.41
1970-01-01,1970-03-31 23:59:59.999,4126977.3,2808790.3,1318187,0.21947,NA,38.300,280814,2.5,NA,14.9,456241.0,NA,24.5,632.6,89.6,737.2,3670736.3,712.7,318.5,841.8,8.00,111.63252848616386,2882.3,3359.0,3247.3674715138364,3843.9,87.3,11.8,4.4,0.2194700803810658,7.3666666666666704,7.13
1970-04-01,1970-06-30 23:59:59.999,4064175.4,2707503.4,1356672,0.22190,NA,38.800,274924,2.6,NA,15.1,462800.0,NA,24.3,642.5,91.0,754.1,3601375.4,729.8,325.0,859.6,8.00,109.51273040710782,2895.6,3398.5,3288.9872695928924,3858.6,93.9,12.5,4.9,0.22189201118140356,7.7133333333333296,7.77
1970-07-01,1970-09-30 23:59:59.999,4193420.4,2830690.4,1362730,0.22406,NA,39.200,282367,2.6,NA,15.3,469739.0,NA,24.2,654.5,92.0,773.4,3723681.4,749.2,332.8,874.0,7.50,108.00509438841478,2921.1,3451.7,3343.6949056115848,3906.2,101.0,13.1,5.4,0.224063504939595,7.46,6.97
1970-10-01,1970-12-31 23:59:59.999,4326874.7,2936179.7,1390695,0.22696,NA,39.800,291242,2.6,NA,15.6,478741.0,NA,24.2,661.2,87.3,781.4,3848133.7,757.2,339.4,882.9,6.75,106.62679805477348,2913.1,3442.9,3336.2732019452264,3893.2,102.0,13.1,6.1,0.22695983037555548,6.8533333333333296,5.84
